4.709817,-1.641539
2.986110,-1.640528
1.475181,-1.634531
1.100484,-1.625388
0.893947,-1.619685
0.625864,-1.616995
0.521064,-1.606464
0.567861,-1.600976
0.608498,-1.592752
0.654574,-1.587582
0.710951,-1.580031
0.749976,-1.574555
0.856640,-1.567632
0.848359,-1.563012
0.806140,-1.554223
0.804894,-1.548765
0.842437,-1.541113
0.826657,-1.536272
0.827108,-1.529076
0.805887,-1.524168
0.735764,-1.516083
0.658439,-1.510595
0.635629,-1.503012
0.603196,-1.495040
0.604690,-1.489578
0.628495,-1.480820
0.680690,-1.475798
0.685825,-1.468803
0.635604,-1.463710
0.572275,-1.458324
0.515320,-1.450396
0.434542,-1.441458
0.431105,-1.436079
0.436290,-1.430616
0.458876,-1.422468
0.466366,-1.413829
0.506197,-1.408451
0.534886,-1.400895
0.533711,-1.395580
0.522384,-1.387098
0.550076,-1.381653
0.577339,-1.373686
0.581935,-1.368486
0.589374,-1.360207
0.651118,-1.355170
0.693459,-1.347247
0.753644,-1.341822
0.851673,-1.333929
0.954312,-1.329523
0.956501,-1.325065
0.883903,-1.317819
0.780480,-1.310228
0.671445,-1.304921
0.568329,-1.296713
0.523329,-1.290785
0.554062,-1.283039
0.562845,-1.280496
0.547386,-1.269817
0.572254,-1.264822
0.503923,-1.256224
-0.640274,-1.250221
-0.819663,-1.240225
-0.985117,-1.230354
-1.064507,-1.215701
-1.117716,-1.205826
-1.147776,-1.191718
-1.151495,-1.182131
-1.126045,-1.167744
-1.093696,-1.158322
-0.978542,-1.144775
-0.776502,-1.135979
-0.536076,-1.122595
-0.308997,-1.114010
0.173540,-1.103614
0.214742,-1.102437
-0.252957,-1.093169
-0.614574,-1.080419
-0.637075,-1.071635
-0.904997,-1.063478
-1.059756,-1.045651
-1.025384,-1.036331
-0.993203,-1.024453
-1.047428,-1.014527
-0.998088,-1.001291
-0.987290,-0.992393
-1.043783,-0.975377
-1.001246,-0.968935
-1.042615,-0.956075
-1.085733,-0.946148
-1.138070,-0.929446
-1.129389,-0.920607
-1.145497,-0.910727
-1.213312,-0.901377
-1.289628,-0.883515
-1.284849,-0.872566
-1.265343,-0.858808
0.071871,-0.849938
0.423405,-0.841961
0.502126,-0.837419
0.498904,-0.829906
0.470398,-0.824146
0.449481,-0.815183
0.338822,-0.809523
0.275629,-0.800304
0.334315,-0.795235
0.363274,-0.785940
0.512108,-0.779243
0.792323,-0.771635
1.099779,-0.768822
1.072889,-0.763197
1.028871,-0.758717
0.859968,-0.750471
0.700406,-0.745294
0.439098,-0.735940
-0.371924,-0.729891
-0.532208,-0.720415
-0.675946,-0.713236
-0.820791,-0.701178
-0.897894,-0.690614
-0.876342,-0.680072
-0.903890,-0.670868
-0.886376,-0.657816
-0.881278,-0.651283
-0.973560,-0.639269
-1.078650,-0.630005
-1.161643,-0.615200
-1.228223,-0.603477
-1.210690,-0.588480
-1.193708,-0.579076
-1.170518,-0.564986
-1.133932,-0.556265
-1.124834,-0.543585
-1.165195,-0.532345
-1.133054,-0.518199
-1.116028,-0.509080
-1.110997,-0.499543
-1.085007,-0.486151
-1.073315,-0.472488
-1.082049,-0.463306
-1.090830,-0.449141
-1.084148,-0.439749
-1.078770,-0.425989
-1.071100,-0.416695
-1.064696,-0.403220
-1.075014,-0.394553
-1.100680,-0.380517
-1.105648,-0.371399
-1.116455,-0.357132
-1.089484,-0.347104
-1.030424,-0.333650
-0.985603,-0.325218
-0.963108,-0.312597
-0.960624,-0.304396
-0.997443,-0.290964
-1.028901,-0.281920
-1.066249,-0.267270
-1.081334,-0.258019
-1.085827,-0.244495
-1.092509,-0.235458
-1.106783,-0.221195
-1.099316,-0.211548
-1.086461,-0.198052
-1.117081,-0.188189
-1.112064,-0.174078
-1.015972,-0.166497
-1.008780,-0.153174
-0.979594,-0.141549
-0.825662,-0.127076
-0.624166,-0.125470
-0.823807,-0.111376
-0.830418,-0.101934
-0.826387,-0.089213
