0.021841,1.159065,-0.785214,0.655037
0.067085,1.084295,-0.835712,0.593551
-0.049665,0.851915,-0.573760,0.855320
0.269571,0.950328,-0.797592,0.640582
0.018787,0.698958,-0.358517,0.995311
0.206735,0.854230,-0.811218,0.624221
0.096805,0.631736,-0.354284,0.997575
0.325030,0.844184,-0.815198,0.619350
0.190820,0.468460,-0.051067,1.120110
0.156857,0.495978,-0.031472,1.125589
0.247926,0.366083,0.438514,1.180205
0.172014,0.317293,0.553701,1.172035
0.126890,0.146047,1.028858,1.043480
0.176727,0.234674,1.068633,1.024932
0.153624,0.284242,1.139594,0.988317
0.307776,0.415397,1.294000,0.891126
0.275233,0.388013,1.334556,0.861041
0.399030,0.444177,1.683947,0.479756
0.382177,0.529796,1.619191,0.573531
0.313963,0.558641,1.625977,0.564407
0.508514,0.818994,1.782991,0.295282
0.552107,0.759713,1.814481,0.218889
0.677571,0.981357,1.903261,-0.190133
0.779982,1.044454,1.903388,-0.369898
0.590622,1.029077,1.900215,-0.410583
0.624705,1.019662,1.877516,-0.563541
0.702623,1.064770,1.744453,-0.936926
0.559440,1.245132,1.698812,-1.017819
0.571505,1.361124,1.530994,-1.242302
0.436733,1.615888,1.421538,-1.350918
0.402665,1.685504,1.473265,-1.302380
0.309467,1.764078,1.581754,-1.183376
0.121986,1.863556,1.721370,-0.979353
0.124545,1.999662,1.640561,-1.106293
-0.016669,2.082491,1.480889,-1.294824
-0.072911,2.333163,1.274377,-1.466960
-0.211117,2.497677,1.124396,-1.558564
-0.271193,2.493213,1.014723,-1.611756
-0.361758,2.559207,0.930614,-1.645651
-0.318436,2.575569,0.711176,-1.708994
-0.433996,2.627057,0.434647,-1.742344
-0.638869,2.699433,-0.139822,-1.653804
-0.674513,2.705029,-0.287470,-1.593139
-0.795751,2.704637,-0.447230,-1.505806
-0.851531,2.690730,-0.695164,-1.312034
-0.880816,2.658190,-0.690211,-1.316796
-0.986292,2.604464,-0.806386,-1.192088
-1.039752,2.460108,-0.818824,-1.176886
-1.006227,2.366789,-0.827862,-1.165575
-1.113923,2.316164,-0.867849,-1.112598
-1.211085,2.243615,-0.865183,-1.116289
-1.356917,2.119607,-0.957136,-0.972303
-1.405874,2.163084,-1.045914,-0.781871
-1.349249,2.190067,-1.069161,-0.715767
-1.360839,2.189996,-1.094504,-0.628069
-1.363969,2.123878,-1.136843,-0.223888
-1.331527,2.167900,-1.127499,-0.109505
-1.437881,2.044291,-0.959009,0.406928
-1.498427,1.999072,-0.740901,0.703877
-1.666896,2.004176,-0.576664,0.853055
-1.615583,2.012907,-0.616212,0.821051
-1.572579,1.963469,-0.487133,0.917930
-1.557627,1.916520,-0.359302,0.994889
-1.530184,1.913896,-0.381576,0.982675
-1.506252,1.753914,0.191613,1.169401
-1.378159,2.016084,-0.746876,0.697541
-1.485290,1.717650,-0.101586,1.104707
-1.313068,1.958446,-0.805285,0.631403
-1.508436,1.671592,0.073035,1.150281
-1.226810,2.130512,-0.864289,0.555512
-1.416015,1.758591,-0.328558,1.010975
-1.344423,1.902883,-0.796073,0.642376
-1.478583,1.691132,-0.611588,0.824908
-1.366356,1.932886,-0.898454,0.506376
-1.312790,1.601292,-0.490854,0.915427
-1.428283,1.557892,-0.614787,0.822243
-1.275235,1.558501,-0.692918,0.752189
-1.283452,1.417242,-0.506429,0.904776
-1.152624,1.584664,-0.902665,0.500011
-1.320495,1.288967,-0.207988,1.065983
-0.995203,1.631059,-0.988435,0.351066
-1.204633,1.246398,-0.438236,0.949386
-1.161766,1.342040,-0.682786,0.761844
-1.016511,1.305284,-0.796555,0.641807
-1.081283,1.274906,-0.461385,0.934821
-0.971941,1.220413,-0.616436,0.820863
-0.976441,0.974218,-0.477847,0.924108
-0.846049,1.052284,-0.821059,0.612099
-0.876398,0.992522,-0.860501,0.560704
-0.870911,0.871569,-0.873584,0.542564
-0.656317,0.998071,-1.124905,-0.089582
-0.790752,0.764803,-1.007850,0.310591
-0.415791,0.897440,-1.119938,-0.505619
-0.539281,0.843422,-1.114470,-0.537134
-0.407975,0.821122,-1.036080,-0.807059
-0.365799,0.717882,-0.932853,-1.014118
-0.417922,0.543909,-0.900872,-1.064741
-0.420492,0.530354,-0.887911,-1.084014
-0.467690,0.411284,-0.700032,-1.307311
-0.475845,0.401335,-0.570940,-1.419519
-0.559829,0.418175,-0.443441,-1.508172
-0.740409,0.479166,-0.119343,-1.660857
-0.831738,0.444664,-0.147818,-1.650963
-0.951231,0.439157,0.047936,-1.707046
-1.083052,0.269768,0.305953,-1.741222
-1.226921,0.249581,0.168805,-1.728450
-1.413434,0.237641,0.243818,-1.736928
-1.523769,0.251348,0.151861,-1.726031
-1.580453,0.166898,0.212704,-1.733851
-1.682620,0.011636,0.131939,-1.722947
-1.828805,-0.028371,0.484914,-1.739940
-1.816079,-0.080715,0.848634,-1.673393
-1.783041,-0.074492,1.049974,-1.595815
-1.800686,-0.081104,1.330215,-1.426374
-1.807778,-0.027570,1.445535,-1.328973
-1.870249,-0.030526,1.529637,-1.243794
-2.024886,-0.022668,1.645928,-1.098703
-2.061032,-0.018443,1.667996,-1.066363
-2.190950,0.059004,1.836596,-0.718115
-2.098538,0.265921,1.904409,-0.351980
-2.277418,0.486191,1.872426,0.025317
-2.345621,0.440640,1.797399,0.261874
-2.316563,0.549622,1.809358,0.232216
-2.332714,0.577752,1.664466,0.509653
-2.326735,0.573719,1.502244,0.711054
-2.322495,0.871248,1.352660,0.846919
-2.334443,0.958030,1.176587,0.967329
-2.179070,0.990652,1.008625,1.052396
-2.161261,1.070553,0.642857,1.159857
-2.104822,1.126631,0.554869,1.171909
-2.054631,1.144295,0.368928,1.181067
-2.054003,1.187491,0.446677,1.179904
-2.013494,1.360610,0.164996,1.165912
-2.018775,1.456291,0.109768,1.157196
-2.009206,1.360575,0.009609,1.136195
-1.950257,1.326308,0.015256,1.137561
-1.805750,1.264940,-0.301035,1.024641
-1.725401,1.463896,-0.796738,0.641591
-1.861937,1.417704,-0.485406,0.919087
-1.697330,1.434666,-0.447837,0.943415
-1.587679,1.566308,-0.932291,0.453039
-1.682855,1.316754,-0.381757,0.982574
-1.653701,1.508205,-0.903829,0.498238
-1.638732,1.245050,-0.385861,0.980271
-1.447518,1.388008,-0.725875,0.719485
-1.589534,1.275769,-0.519334,0.895733
-1.593417,1.316079,-0.452708,0.940348
-1.530286,1.231934,-0.544421,0.877574
-1.608320,1.252875,-0.368484,0.989912
-1.535863,1.379926,-0.580377,0.850143
-1.532575,1.146401,-0.216366,1.062556
