-0.789060,-1.048790
-0.840625,-0.795952
-0.803123,0.604856
-0.821874,-1.056409
-0.901564,0.019282
-1.014068,5.414946
-1.018755,0.245715
-1.014068,-0.441325
-1.056257,-0.191632
-1.039850,-0.621843
-1.060945,-0.591529
-1.056257,-0.858274
-1.107821,1.203089
-1.091414,-0.515137
-1.093758,-0.727502
-1.014068,-0.036390
-1.070320,-0.602171
-1.042194,-0.990579
-1.079695,-0.892378
-1.060945,-0.943373
-1.070320,-1.007389
-1.063288,-0.532592
-1.079695,-0.612451
-1.065632,-1.105589
-0.985942,2.737330
-1.009381,-0.561335
-0.953128,-0.443180
-0.976567,-0.940874
-0.992974,-0.872263
-0.995317,-0.852832
-1.004693,-1.165816
-1.023444,-1.193591
-1.046881,-1.101558
-1.051569,-1.062657
-1.044538,-0.683924
-1.021100,-0.873714
-1.046881,-1.173838
-1.060945,-1.085635
-1.046881,-1.046855
-1.049225,-1.212255
-1.058601,-1.129374
-1.075008,-0.861459
-1.091414,-0.886573
-1.086727,-0.967278
-1.107821,-1.003640
-1.133603,0.012953
-1.189855,0.260187
-1.166416,-0.672758
-1.187511,0.410753
-1.086727,0.143846
-1.033990,-0.218923
-1.079695,-0.853396
-1.067976,-0.964174
-1.028131,-0.412381
-0.943753,-0.472446
-0.678901,5.167792
-0.798436,2.962353
-0.798436,-0.577863
-0.784373,-0.428708
-0.850000,-0.547750
-0.868751,-0.967198
-0.840625,-0.920879
-0.866407,-0.789542
-0.857032,-0.952766
-0.866407,-1.049636
-0.828906,-0.640750
-0.892189,-0.557908
-0.871094,-0.855976
-0.854687,-0.778013
-0.878126,-0.970181
-0.833593,-0.790993
-0.878126,1.298629
-0.969535,0.348713
-1.063288,0.035447
-1.028131,-0.722745
-1.032818,-0.908382
-0.971880,0.859145
-0.995317,-0.165227
-0.992974,-0.875891
-1.000005,-1.075476
-1.023444,-0.795589
-1.018755,-1.213223
-1.093758,-0.127173
-1.100789,-0.881131
-1.138291,-0.437133
-1.147666,-0.693801
-1.171105,-0.675862
-1.192199,-1.009808
-1.189855,-0.129148
-1.089071,0.984355
-1.002348,1.424000
-0.953128,0.930296
-0.978911,-0.475228
-0.962504,-0.175144
-0.967191,-0.957966
-0.997661,-0.777247
-1.000005,-0.749351
-0.964848,0.418533
-0.957817,-0.628575
-0.913284,0.418251
-0.887501,0.356695
-0.803123,0.780134
-0.817187,-0.159503
-0.767966,1.036882
-0.704683,3.008833
-0.683589,0.086280
-0.681245,-0.785833
-0.634368,1.070946
-0.674213,-0.441970
-0.653119,-0.689286
-0.699995,-0.110846
-0.723433,-0.748948
-0.655462,0.644725
-0.596867,0.501697
-0.646088,0.348793
-0.674213,-0.508284
-0.634368,-0.699404
-0.547647,1.866668
-0.524208,1.031682
-0.557022,-0.776400
-0.582804,-0.576331
-0.639056,-0.402384
-0.655462,-0.287575
-0.676558,-0.716577
-0.676558,-0.918057
-0.632025,-0.536865
-0.653119,-0.870045
-0.660151,-0.930030
-0.641399,-0.530294
-0.627337,-0.961997
-0.561710,-0.231339
-0.540615,-0.492804
-0.482020,-0.273062
-0.392954,0.779529
-0.324983,0.019806
-0.374203,-0.450839
-0.423424,-0.550733
-0.385923,-0.702871
-0.334359,0.272442
-0.261700,0.396684
-0.205448,0.044598
-0.088257,0.819075
-0.071850,1.565657
-0.170291,0.101115
-0.514833,1.763065
-0.385923,0.112886
-0.282795,-0.085288
-0.289826,-0.472648
-0.334359,-0.392669
-0.296857,-0.433545
-0.231230,-0.540251
-0.254669,-0.760195
-0.477331,0.624448
-0.528897,1.118756
-0.231230,2.027271
-0.308576,0.853663
-0.292170,0.187988
-0.280450,0.350769
-0.317952,-0.121690
-0.266388,-0.028569
-0.257012,1.507930
-0.425767,2.052023
-0.334359,0.022103
-0.343734,-0.114676
-0.336702,-0.211062
-0.486707,0.659036
-0.421080,0.891395
-0.482020,1.085982
-0.418736,1.121578
-0.453894,-0.014540
-0.369516,-0.075371
-0.212479,-0.642120
-0.182009,-0.507599
-0.060131,3.713490
0.003153,1.081387
0.059404,2.409471
-0.151541,0.563294
-0.231230,-0.117417
-0.179666,-0.048362
-0.149196,-0.358040
-0.264043,0.307352
-0.289826,1.161729
-0.271075,0.181820
-0.334359,0.438327
-0.242949,-0.202314
-0.378891,1.039704
-0.402330,-0.306078
-0.395298,0.620094
-0.477331,0.342908
-0.353109,0.077170
-0.428111,0.569099
-0.421080,0.078339
-0.357797,0.685602
-0.332015,-0.418710
-0.292170,0.120304
-0.324983,0.062738
-0.343734,4.880970
-0.407017,0.523587
-0.214823,2.405964
-0.032005,2.075364
0.174251,3.930611
-0.015598,0.197099
-0.006223,0.288688
-0.020286,-0.546218
0.010184,-0.288341
-0.111695,-0.422782
-0.053100,-0.149828
0.061748,0.513509
0.150814,0.143604
0.120344,-0.220777
0.042997,-0.892620
0.082843,-0.613055
-0.046068,0.551080
-0.088257,-0.362434
0.014872,-0.824855
0.185971,2.594262
0.359414,-0.268064
0.312538,4.727381
0.298475,0.229227
0.314881,-0.537510
0.354726,-0.178087
0.406290,-0.057392
0.368789,-0.201024
0.392228,0.136187
0.568014,-0.287776
0.570358,0.324606
0.593797,-0.082144
0.645361,0.093940
0.762552,0.921992
1.071937,4.523885
1.149284,0.560392
1.233661,0.035648
