2.510597,0.280271,1.576630,0.366760
2.334120,0.267237,-0.618917,0.240075
2.039992,0.321545,-0.618917,0.193863
1.843906,0.321545,-0.618917,0.107813
1.638016,0.295598,-0.618917,0.032386
1.549778,0.283529,-0.618917,-0.037728
1.451735,0.267237,-0.618917,-0.083409
1.353693,0.249135,-0.618917,-0.156711
1.147803,0.249135,-0.618917,-0.217265
1.059564,0.231032,-0.618917,-0.258696
1.059564,0.193017,-0.618917,-0.257103
1.010543,0.149571,-0.618917,-0.303315
0.863479,0.086212,-0.618917,-0.331998
0.863479,0.050008,-0.618917,-0.360682
0.863479,0.021044,-0.618917,-0.370243
0.809555,0.003846,-0.618917,-0.379007
0.755632,-0.004300,-0.618917,-0.396801
0.706611,-0.004300,-0.618917,-0.402113
0.657589,-0.004300,-0.618917,-0.416986
0.628176,-0.010334,-0.618917,-0.442482
0.569351,-0.022402,-0.618917,-0.441951
0.569351,-0.060418,-0.618917,-0.424422
0.569351,-0.060418,-0.618917,-0.449919
0.569351,-0.094812,-0.618917,-0.478602
0.657589,-0.094812,-0.618917,-0.478602
0.569351,-0.094812,-0.618917,-0.470103
0.471308,-0.040505,-0.618917,-0.494537
0.471308,-0.060418,-0.618917,-0.497724
0.569351,-0.094812,-0.618917,-0.510473
0.569351,-0.112915,-0.618917,-0.523221
0.495819,-0.112915,-0.618917,-0.511269
0.373265,-0.131017,-0.618917,-0.518440
0.373265,-0.150930,-0.618917,-0.516847
0.405946,-0.144292,-0.618917,-0.539156
0.373265,-0.156964,-0.618917,-0.545530
0.265418,-0.150930,-0.618917,-0.512066
0.373265,-0.185325,-0.618917,-0.513660
0.373265,-0.221530,-0.618917,-0.524814
0.373265,-0.241442,-0.618917,-0.516847
0.265418,-0.259545,-0.618917,-0.520034
0.240908,-0.280363,-0.618917,-0.506489
0.265418,-0.331955,-0.618917,-0.488163
0.265418,-0.366349,-0.618917,-0.500911
0.265418,-0.402554,-0.618917,-0.500911
0.265418,-0.412511,-0.618917,-0.510473
0.216397,-0.421562,-0.618917,-0.508879
0.216397,-0.448716,-0.618917,-0.502505
0.265418,-0.474964,-0.618917,-0.511535
0.265418,-0.493067,-0.618917,-0.500911
0.079137,-0.531082,-0.618917,-0.491350
0.079137,-0.547374,-0.618917,-0.479664
0.079137,-0.583579,-0.618917,-0.484976
0.108550,-0.583579,1.540553,-0.427610
0.373265,-0.390486,1.499322,-0.183801
0.471308,-0.360919,1.540553,0.028137
0.657589,-0.275837,1.612707,0.275929
0.755632,-0.259545,1.669400,0.470339
0.863479,-0.259545,1.801682,0.579495
1.317744,-0.059814,1.951144,1.017181
1.451735,0.059059,1.834324,1.280643
1.451735,0.102505,1.720938,1.355008
1.451735,0.149571,1.751862,1.400157
1.451735,0.158622,1.746708,1.371474
1.451735,0.086212,1.798246,1.264708
1.378203,0.107030,1.767323,1.379442
1.451735,0.158622,1.720938,1.501611
1.517097,0.205085,1.669400,1.500549
1.549778,0.231032,1.697746,1.690178
1.549778,0.249135,1.759592,1.645559
1.638016,0.206594,2.311056,1.456727
2.039992,0.211120,2.061094,1.606784
1.966460,0.140067,2.296883,1.374661
2.226273,0.068110,2.393518,1.255147
1.843906,0.068110,-0.459147,1.091811
1.615957,0.081234,2.305902,0.883857
1.638016,0.068110,1.669400,0.746814
1.615957,0.030095,1.746708,0.603398
1.549778,0.231032,1.638477,0.773904
1.571838,0.452335,1.778919,1.244789
1.736059,0.465007,2.179633,1.471069
1.941949,0.469080,2.050786,1.581022
1.843906,0.378567,1.724804,1.582615
1.843906,0.271310,1.836900,1.490988
1.843906,0.226054,1.778919,1.474256
1.736059,0.172199,1.669400,1.435215
1.736059,0.127245,1.669400,1.473990
1.687038,0.120607,1.684861,1.493378
1.638016,0.030095,1.684861,1.371474
1.638016,-0.082593,1.612707,1.179455
1.549778,-0.212478,1.612707,0.975484
1.484416,-0.264976,1.612707,0.895012
1.353693,-0.293939,-0.618917,0.783465
1.059564,-0.384452,-0.618917,0.474323
0.755632,-0.548279,-0.618917,0.227327
0.569351,-0.824945,-0.618917,0.019638
0.657589,-0.875029,-0.618917,-0.089783
0.471308,-1.030107,-0.618917,-0.235325
0.471308,-1.074156,-0.618917,-0.284193
0.569351,-1.146566,-0.618917,-0.354308
0.569351,-1.164669,-0.618917,-0.387772
0.569351,-1.152600,-0.618917,-0.405300
0.373265,-1.108551,-0.618917,-0.403707
0.265418,-1.074156,-0.618917,-0.429203
0.265418,-1.036141,-0.618917,-0.453106
0.167376,-1.018038,-0.618917,-0.459480
0.079137,-0.955585,-0.618917,-0.461073
-0.018905,-0.927526,-0.618917,-0.484976
-0.067927,-0.875029,-0.618917,-0.499318
-0.116948,-0.837014,-0.618917,-0.488163
